"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"1689",571760,"Heaney, Andrew","1689","100.0","0.251","0.203","0.312","0.454","0.325","0.315","0.234","93","370","90.2","18.4","2448","87.8","86.76","256","821","868","-1.0","5.80","111","149","116","146","296","315","287"
"1671",592332,"Gausman, Kevin","1671","100.0","0.282","0.172","0.353","0.454","0.332","0.322","0.255","113","401","88.5","13.4","1981","89.4","87.69","266","887","784","-1.7","6.10","110","151","114","149","302","322","294"
"1668",605446,"Rodríguez, Dereck","1668","100.0","0.271","0.221","0.284","0.492","0.347","0.349","0.278","108","398","89.3","13.1","2134","86.2","86.57","158","763","905","0.4","6.47","111","151","114","147","296","325","294"
"1619",601713,"Pivetta, Nick","1619","100.0","0.278","0.238","0.313","0.516","0.359","0.346","0.265","103","370","89.4","11.5","2516","88.4","88.19","182","747","872","-0.2","6.26","111","150","116","150","298","324","294"
"1599",642547,"Peralta, Freddy","1599","100.0","0.257","0.201","0.343","0.457","0.333","0.305","0.222","87","339","89.6","18.4","2440","90.2","91.43","231","788","811","1.2","6.93","109","154","115","151","301","319","293"
"1587",641312,"Anderson, Shaun","1587","100.0","0.291","0.170","0.327","0.461","0.345","0.355","0.290","111","382","87.8","11.6","2424","89.7","89.49","159","771","815","-0.2","6.08","109","153","113","148","301","328","302"
"1582",663567,"Lambert, Peter","1582","100.0","0.321","0.251","0.338","0.571","0.395","0.365","0.298","119","371","89.8","7.4","2092","88.5","87.92","119","716","866","-0.6","5.63","113","152","114","148","310","333","307"
"1579",543557,"Montgomery, Mike","1579","100.0","0.315","0.220","0.348","0.535","0.382","0.380","0.306","113","359","90.0","6.7","1990","86.6","86.37","154","713","866","-0.2","6.20","110","151","116","145","301","325","300"
"1570",570240,"Peña, Félix","1570","100.0","0.219","0.183","0.256","0.402","0.297","0.326","0.250","80","366","89.0","13.3","2206","87.1","86.40","208","707","863","-0.7","5.84","112","152","114","148","293","317","292"
"1552",656288,"Canning, Griffin","1552","100.0","0.235","0.196","0.281","0.431","0.312","0.300","0.219","80","341","87.6","16.7","2314","89.9","88.76","227","703","849","-1.1","5.56","114","151","113","149","294","316","291"
"1548",643327,"Godley, Zack","1548","100.0","0.271","0.198","0.301","0.469","0.347","0.361","0.276","96","354","89.5","11.6","2146","85.9","84.38","174","715","833","-1.5","5.32","112","154","117","151","301","326","301"
"1541",521655,"Font, Wilmer","1541","100.0","0.242","0.245","0.288","0.488","0.330","0.301","0.222","78","322","89.0","17.7","2283","88.6","88.07","207","750","791","-0.5","6.58","112","154","113","148","303","322","298"
"1512",664199,"Clarke, Taylor","1512","100.0","0.263","0.287","0.261","0.550","0.361","0.352","0.255","86","327","89.1","16.0","2205","89.3","88.83","168","732","780","-0.5","5.96","113","156","119","152","300","328","301"
"1510",502748,"Peacock, Brad","1510","100.0","0.227","0.201","0.267","0.427","0.306","0.304","0.223","78","344","90.1","14.3","2374","87.6","86.49","141","650","860","-1.1","5.72","110","152","117","151","287","315","297"
"1501",461829,"González, Gio","1501","100.0","0.234","0.163","0.282","0.397","0.304","0.306","0.234","76","325","87.2","9.6","2099","84.7","78.49","172","664","837","-6.2","5.92","108","154","111","149","304","319","294"
"1498",642545,"Barría, Jaime","1498","100.0","0.275","0.296","0.287","0.572","0.370","0.353","0.265","92","334","89.9","18.8","2117","86.6","85.96","147","665","833","-0.6","5.73","113","155","116","148","294","322","293"
"1487",502706,"Holland, Derek","1487","100.0","0.258","0.239","0.284","0.497","0.356","0.354","0.241","82","318","90.8","14.0","2310","88.0","87.13","182","677","810","-0.9","5.84","109","149","114","146","298","323","293"
"1486",660761,"Suarez, José","1486","100.0","0.304","0.261","0.326","0.565","0.393","0.353","0.270","100","329","88.0","16.2","2154","85.3","84.57","172","684","802","-0.7","5.74","111","149","114","147","296","316","287"
"1485",593423,"Montas, Frankie","1485","100.0","0.230","0.134","0.297","0.364","0.276","0.281","0.234","84","365","87.0","9.9","2273","92.7","91.29","189","731","754","-1.4","5.43","110","147","119","151","295","321","296"
"1467",592879,"Wojciechowski, Asher","1467","100.0","0.248","0.235","0.279","0.483","0.339","0.343","0.248","80","323","87.8","21.6","2296","87.6","88.14","186","715","752","0.5","6.52","106","153","116","147","297","327","299"
"1445",548389,"Stripling, Ross","1445","100.0","0.244","0.169","0.299","0.413","0.294","0.283","0.233","84","344","88.8","10.6","2293","85.6","84.85","162","663","782","-0.8","5.72","112","157","120","145","293","317","296"
"1442",622694,"Hernandez, Elieser","1442","100.0","0.242","0.261","0.267","0.503","0.340","0.293","0.210","76","314","86.5","21.3","2203","85.6","85.04","176","703","739","-0.6","5.91","109","156","117","149","304","325","296"
"1430",605276,"Hess, David","1430","100.0","0.287","0.321","0.282","0.609","0.390","0.400","0.302","94","327","91.8","18.0","2139","89.0","87.79","136","703","727","-1.2","5.54","107","152","116","147","304","329","299"
"1427",543208,"Gaviglio, Sam","1427","100.0","0.235","0.199","0.259","0.434","0.300","0.303","0.233","85","362","88.3","10.2","2031","86.1","86.12","179","645","782","0.0","6.35","110","154","121","149","306","327","300"
"1392",448855,"Guerra, Junior","1392","100.0","0.194","0.157","0.221","0.351","0.275","0.293","0.213","58","299","86.7","14.0","2207","90.5","87.76","170","651","741","-2.7","6.17","109","155","114","149","301","319","295"
"1387",668678,"Gallen, Zac","1387","100.0","0.212","0.143","0.284","0.355","0.287","0.290","0.213","62","293","87.0","13.7","2227","88.1","88.09","188","642","745","0.0","6.23","109","153","117","151","303","322","297"
"1386",572140,"Skaggs, Tyler","1386","100.0","0.242","0.139","0.295","0.381","0.297","0.321","0.259","73","302","88.1","15.5","2255","84.6","84.17","138","642","744","-0.4","6.08","110","151","114","147","297","317","289"
"1377",657141,"Yamamoto, Jordan","1377","100.0","0.191","0.163","0.225","0.355","0.281","0.295","0.213","54","282","90.1","17.3","2413","85.9","85.32","140","619","758","-0.6","5.91","109","156","116","149","304","326","293"
"1372",570632,"Ureña, José","1372","100.0","0.293","0.180","0.325","0.473","0.342","0.341","0.283","99","338","90.1","8.4","2151","92.5","91.91","141","674","698","-0.6","5.95","106","154","118","147","299","326","301"
"1364",656302,"Cease, Dylan","1364","100.0","0.271","0.215","0.326","0.486","0.353","0.323","0.242","78","288","87.9","12.0","2441","89.7","88.91","158","606","758","-0.8","5.70","110","150","114","148","293","323","295"
"1363",608717,"Stratton, Chris","1363","100.0","0.300","0.206","0.349","0.506","0.366","0.306","0.249","93","310","88.4","11.8","2636","87.9","88.13","158","654","709","0.2","6.26","110","150","119","147","301","323","297"
"1354",521230,"Hendriks, Liam","1354","100.0","0.201","0.109","0.315","0.309","0.237","0.224","0.180","61","304","89.5","21.0","2310","93.8","94.10","250","697","657","0.3","6.42","111","148","120","150","300","325","301"
"1352",570666,"Cessa, Luis","1352","100.0","0.246","0.187","0.277","0.433","0.316","0.290","0.219","75","305","88.3","10.6","2343","89.0","87.68","186","638","714","-1.3","5.38","107","152","117","148","295","324","290"
"1344",628711,"Urías, Julio","1344","100.0","0.201","0.123","0.257","0.324","0.263","0.269","0.207","59","293","83.2","17.8","2425","90.1","89.04","205","690","654","-1.1","5.49","112","156","116","146","296","318","293"
"1335",547179,"Lorenzen, Michael","1335","100.0","0.221","0.134","0.274","0.355","0.277","0.266","0.209","68","307","85.3","11.4","2459","92.3","90.15","201","652","683","-2.2","5.55","115","154","117","147","294","315","289"
"1333",621097,"Waguespack, Jacob","1333","100.0","0.249","0.189","0.279","0.439","0.325","0.351","0.274","75","301","89.1","14.8","1987","88.2","88.47","142","652","681","0.3","6.34","111","155","118","151","308","331","300"
"1325",622065,"Young, Alex","1325","100.0","0.229","0.184","0.252","0.413","0.298","0.319","0.249","72","315","87.3","9.8","2193","85.7","84.66","172","634","691","-1.0","5.58","111","153","114","150","300","323","296"
"1323",598286,"Ramirez, Nick","1323","100.0","0.247","0.179","0.288","0.425","0.313","0.318","0.245","76","308","86.4","11.0","1908","84.7","83.51","175","622","701","-1.2","5.45","108","148","115","147","298","328","293"
"1320",643338,"Green, Chad","1320","100.0","0.247","0.180","0.346","0.427","0.312","0.299","0.221","66","267","91.6","17.7","2412","94.4","94.36","198","670","649","0.0","6.27","110","154","116","150","291","323","290"
"1315",429719,"Jackson, Edwin","1315","100.0","0.351","0.334","0.363","0.686","0.449","0.404","0.306","105","299","90.9","11.7","2277","90.1","89.98","144","607","708","-0.1","6.08","109","149","117","148","303","328","298"
"1310",598264,"Barnes, Matt","1310","100.0","0.210","0.136","0.341","0.346","0.292","0.268","0.184","51","243","89.0","9.5","2336","90.8","91.01","209","580","730","0.2","6.42","110","150","117","148","286","321","292"
"1307",445926,"Chavez, Jesse","1307","100.0","0.267","0.195","0.311","0.463","0.331","0.339","0.269","82","307","87.7","12.9","2220","89.0","88.20","103","563","744","-0.8","5.75","108","152","111","148","294","322","301"
"1301",641482,"Cortes, Nestor","1301","100.0","0.281","0.213","0.321","0.494","0.353","0.330","0.256","75","267","87.5","18.2","2134","85.6","84.53","149","592","709","-1.1","5.55","106","153","116","148","295","324","288"
"1300",605130,"Barlow, Scott","1300","100.0","0.240","0.157","0.341","0.397","0.314","0.292","0.213","64","267","88.9","15.3","2380","87.2","88.13","203","601","699","0.9","6.61","111","151","120","141","302","325","304"
"1300",592773,"Stanek, Ryne","1300","100.0","0.214","0.168","0.266","0.382","0.293","0.316","0.223","61","285","89.5","17.8","2093","93.7","92.65","216","625","675","-1.0","5.75","108","156","115","148","298","326","297"
"1294",543521,"McHugh, Collin","1294","100.0","0.221","0.211","0.265","0.432","0.309","0.310","0.233","62","280","88.0","15.1","2581","83.9","83.47","158","566","728","-0.4","6.06","111","152","117","150","287","316","295"
"1294",600917,"Leclerc, José","1294","100.0","0.209","0.165","0.313","0.373","0.306","0.258","0.164","52","249","86.4","18.5","2597","90.2","87.40","188","569","725","-2.8","5.33","109","153","114","148","293","323","300"
"1287",607200,"Fedde, Erick","1287","100.0","0.276","0.174","0.288","0.451","0.339","0.379","0.309","81","293","89.1","7.0","1950","88.3","88.66","93","557","730","0.4","6.33","113","150","113","148","299","315","297"
"1285",543022,"Chatwood, Tyler","1285","100.0","0.232","0.121","0.286","0.354","0.302","0.325","0.262","65","280","87.5","5.0","2540","93.0","92.60","137","549","736","-0.4","5.96","113","150","111","152","296","322","296"
"1284",605151,"Bradley, Archie","1284","100.0","0.246","0.125","0.341","0.371","0.311","0.317","0.243","67","272","88.7","12.0","2124","91.8","91.95","139","583","700","0.2","6.33","111","153","119","151","302","328","304"
"1275",607625,"Lugo, Seth","1275","100.0","0.192","0.124","0.267","0.316","0.237","0.235","0.182","56","291","88.2","14.8","2473","89.6","88.98","156","588","687","-0.6","5.94","114","152","114","146","299","316","296"
"1274",471911,"Carrasco, Carlos","1274","100.0","0.288","0.254","0.357","0.542","0.356","0.333","0.264","92","319","91.3","13.3","2321","89.2","89.38","205","659","615","0.2","6.21","110","153","116","148","290","311","286"
"1274",596071,"Peters, Dillon","1274","100.0","0.290","0.280","0.302","0.570","0.381","0.361","0.279","85","293","89.2","13.5","2277","85.7","84.80","122","598","676","-0.9","5.65","111","148","116","146","295","318","288"
"1268",519393,"Walden, Marcus","1268","100.0","0.213","0.129","0.266","0.341","0.280","0.296","0.229","61","287","89.3","7.6","2271","90.3","91.17","180","619","649","0.9","6.58","109","150","116","148","284","321","291"
"1264",543135,"Eovaldi, Nathan","1264","100.0","0.276","0.234","0.316","0.510","0.367","0.332","0.235","72","261","90.5","11.5","2137","91.8","91.43","146","556","708","-0.4","6.00","110","152","117","150","285","321","293"
"1256",656546,"Hoffman, Jeff","1256","100.0","0.283","0.305","0.303","0.588","0.390","0.388","0.285","77","272","90.1","15.9","2386","87.7","87.56","126","585","671","-0.1","6.04","115","151","114","148","308","337","311"
"1255",623381,"Pannone, Thomas","1255","100.0","0.255","0.199","0.291","0.455","0.335","0.344","0.250","73","286","89.3","18.6","2219","85.1","84.58","149","589","666","-0.5","6.04","108","152","118","148","306","326","296"
"1254",592426,"Jackson, Luke","1254","100.0","0.266","0.136","0.388","0.402","0.311","0.261","0.198","76","286","88.2","2.2","2477","90.5","90.69","225","613","641","0.2","6.30","108","149","112","149","304","326","297"
"1251",489334,"Stammen, Craig","1251","100.0","0.251","0.182","0.284","0.433","0.298","0.286","0.241","80","319","86.7","5.5","2219","90.5","90.84","123","568","683","0.3","6.46","115","152","115","149","304","328","306"
"1244",519443,"Workman, Brandon","1244","100.0","0.123","0.043","0.211","0.166","0.208","0.254","0.171","29","235","88.1","9.6","2366","86.0","87.07","169","485","759","1.1","6.89","111","150","117","148","286","322","292"
"1240",608032,"Estévez, Carlos","1240","100.0","0.250","0.200","0.305","0.450","0.316","0.304","0.238","70","280","90.4","15.5","2264","94.8","94.87","189","618","622","0.1","6.03","114","152","119","148","309","335","308"
"1233",659275,"Lamet, Dinelson","1233","100.0","0.226","0.182","0.314","0.409","0.308","0.300","0.218","62","274","87.7","15.8","2516","91.4","90.30","181","576","657","-1.1","5.66","116","151","115","150","302","326","304"
"1232",612434,"Castro, Miguel","1232","100.0","0.232","0.154","0.269","0.386","0.303","0.295","0.214","63","272","87.1","9.4","2480","92.5","92.15","151","545","687","-0.3","6.13","106","151","118","145","301","325","296"
"1225",621142,"Buttrey, Ty","1225","100.0","0.247","0.129","0.323","0.376","0.298","0.307","0.242","69","279","90.0","13.6","2072","91.9","90.80","154","571","654","-1.1","5.65","114","151","114","148","294","317","292"
"1217",543339,"Hudson, Daniel","1217","100.0","0.210","0.154","0.249","0.363","0.277","0.305","0.220","56","267","89.0","16.0","2501","93.5","93.01","138","605","611","-0.5","6.06","111","151","118","149","304","324","299"
"1217",605154,"Brebbia, John","1217","100.0","0.216","0.117","0.293","0.333","0.271","0.271","0.202","59","273","87.8","23.6","2479","89.2","89.81","178","618","599","0.6","6.49","111","150","112","148","299","321","298"
"1216",433587,"Hernández, Félix","1216","100.0","0.291","0.260","0.311","0.551","0.378","0.367","0.279","85","292","91.9","11.0","2170","84.6","84.19","114","527","689","-0.4","5.95","109","155","113","147","298","321","295"
"1210",593833,"Suero, Wander","1210","100.0","0.242","0.110","0.326","0.352","0.286","0.316","0.258","64","264","88.8","10.6","2480","90.8","90.75","177","604","606","0.0","6.07","113","149","112","148","300","314","296"
"1204",542882,"Andriese, Matt","1204","100.0","0.262","0.164","0.335","0.425","0.317","0.290","0.225","72","275","88.6","7.3","2333","88.7","87.67","143","569","633","-1.0","5.57","112","152","118","150","303","327","302"
"1194",571882,"Law, Derek","1194","100.0","0.256","0.181","0.321","0.437","0.342","0.327","0.243","61","238","88.8","8.5","2129","86.7","86.86","150","503","691","0.2","6.30","109","152","119","149","306","329","301"
